Three-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
546,2015,1.71,301.78,228.05,137.85
546,2016,4.36,314.93,237.99,143.85
546,2017,5.04,330.79,249.97,151.10
546,2018,5.19,347.96,262.95,158.94
546,2019,4.23,362.70,274.08,165.67
546,2020,2.50,371.75,280.92,169.80
546,2021,8.62,403.78,305.13,184.43
546,2022,15.09,464.71,351.18,212.27
546,2023,8.92,506.19,382.52,231.21
547,1977,.,100.00,61.63,34.69
547,1978,15.34,115.34,71.09,40.01
547,1979,8.67,125.34,77.25,43.48
547,1980,2.40,128.36,79.11,44.52
547,1981,-11.50,113.60,70.01,39.41
547,1982,-6.83,105.84,65.23,36.72
547,1983,19.47,126.45,77.93,43.86
547,1984,6.73,134.96,83.18,46.81
547,1985,0.95,136.24,83.97,47.26
547,1986,3.16,140.54,86.62,48.75
547,1987,0.77,141.63,87.29,49.13
547,1988,5.87,149.94,92.41,52.01
547,1989,5.05,157.50,97.07,54.64
547,1990,3.02,162.26,100.00,56.28
547,1991,2.11,165.68,102.11,57.47
547,1992,3.99,172.29,106.19,59.76
547,1993,5.63,182.00,112.17,63.13
547,1994,8.20,196.93,121.37,68.31
547,1995,9.47,215.58,132.87,74.78
547,1996,5.14,226.67,139.70,78.63
547,1997,6.19,240.71,148.35,83.50
547,1998,3.60,249.38,153.70,86.51
547,1999,6.48,265.53,163.65,92.11
547,2000,8.57,288.28,177.67,100.00
547,2001,5.37,303.76,187.21,105.37
547,2002,3.77,315.21,194.27,109.34
547,2003,2.89,324.33,199.89,112.50
547,2004,7.38,348.28,214.65,120.81
547,2005,7.69,375.07,231.16,130.11
547,2006,1.89,382.16,235.53,132.56
547,2007,1.28,387.06,238.55,134.26
547,2008,-0.17,386.40,238.14,134.03
547,2009,-2.95,375.01,231.12,130.08
547,2010,-2.37,366.11,225.64,126.99
547,2011,-1.81,359.49,221.56,124.70
547,2012,-0.67,357.09,220.08,123.87
547,2013,0.68,359.53,221.58,124.71
547,2014,1.85,366.18,225.68,127.02
547,2015,2.79,376.40,231.98,130.57
547,2016,4.50,393.36,242.43,136.45
547,2017,6.15,417.57,257.35,144.85
547,2018,6.18,443.39,273.27,153.80
547,2019,5.47,467.64,288.22,162.22
547,2020,3.19,482.55,297.41,167.39
547,2021,11.53,538.19,331.69,186.69
547,2022,14.69,617.27,380.43,214.12
547,2023,9.71,677.20,417.37,234.91
548,1979,.,100.00,73.97,39.24
548,1980,14.93,114.93,85.02,45.10
548,1981,-0.30,114.59,84.76,44.96
548,1982,37.04,157.03,116.15,61.62
548,1983,-22.20,122.17,90.37,47.94
548,1984,-0.97,120.97,89.49,47.47
548,1985,-0.02,120.95,89.47,47.46
548,1986,1.75,123.07,91.04,48.29
548,1987,0.83,124.09,91.79,48.69
548,1988,2.96,127.76,94.51,50.13
548,1989,1.53,129.71,95.95,50.90
548,1990,4.22,135.19,100.00,53.05
548,1991,5.68,142.86,105.68,56.06
548,1992,2.72,146.74,108.55,57.58
548,1993,3.85,152.39,112.73,59.80
548,1994,6.75,162.68,120.34,63.84
548,1995,8.36,176.28,130.40,69.17
548,1996,5.61,186.16,137.71,73.05
548,1997,6.39,198.06,146.51,77.72
548,1998,6.49,210.92,156.02,82.77
548,1999,8.02,227.83,168.53,89.40
548,2000,11.85,254.84,188.51,100.00
548,2001,7.42,273.76,202.50,107.42
548,2002,4.82,286.96,212.27,112.61
548,2003,4.25,299.15,221.29,117.39
548,2004,9.56,327.76,242.45,128.62
548,2005,9.19,357.87,264.73,140.43
548,2006,3.77,371.37,274.71,145.73
548,2007,1.71,377.71,279.40,148.22
548,2008,-1.93,370.43,274.01,145.36
548,2009,-1.74,363.97,269.24,142.83
548,2010,-4.18,348.77,257.99,136.86
548,2011,-2.87,338.76,250.58,132.93
548,2012,-2.58,330.02,244.12,129.50
548,2013,-1.14,326.25,241.33,128.02
548,2014,0.95,329.36,243.63,129.24
548,2015,2.11,336.32,248.78,131.97
548,2016,3.32,347.47,257.03,136.35
548,2017,4.70,363.79,269.10,142.75
548,2018,4.86,381.47,282.18,149.69
548,2019,3.79,395.91,292.86,155.36
548,2020,3.99,411.70,304.54,161.55
548,2021,12.25,462.14,341.85,181.35
548,2022,17.62,543.57,402.09,213.30
548,2023,10.51,600.69,444.34,235.71
549,1975,.,100.00,43.91,28.77
549,1976,15.44,115.44,50.70,33.21
549,1977,11.28,128.46,56.41,36.96
549,1978,15.68,148.60,65.26,42.75
549,1979,10.71,164.51,72.24,47.33
549,1980,4.58,172.05,75.55,49.49
549,1981,-2.90,167.06,73.36,48.06
549,1982,-21.86,130.54,57.33,37.55
549,1983,38.67,181.01,79.49,52.07
549,1984,2.89,186.24,81.78,53.58
549,1985,4.22,194.11,85.24,55.84
549,1986,2.26,198.49,87.16,57.10
549,1987,1.98,202.42,88.89,58.23
549,1988,4.63,211.79,93.00,60.92
549,1989,3.40,218.99,96.17,63.00
549,1990,3.98,227.72,100.00,65.51
549,1991,3.91,236.61,103.91,68.07
549,1992,2.98,243.67,107.01,70.10
549,1993,4.63,254.95,111.96,73.34
549,1994,5.85,269.87,118.51,77.64
549,1995,6.83,288.30,126.61,82.94
549,1996,3.50,298.38,131.03,85.84
549,1997,3.83,309.82,136.06,89.13
549,1998,2.58,317.81,139.56,91.42
549,1999,3.78,329.82,144.84,94.88
549,2000,5.40,347.62,152.65,100.00
549,2001,5.11,365.38,160.45,105.11
549,2002,3.08,376.65,165.40,108.35
549,2003,2.51,386.12,169.56,111.08
549,2004,4.85,404.83,177.78,116.46
549,2005,4.77,424.13,186.25,122.01
549,2006,2.72,435.68,191.32,125.33
549,2007,1.30,441.33,193.81,126.96
549,2008,-0.49,439.18,192.86,126.34
549,2009,-2.32,428.98,188.38,123.40
549,2010,-2.58,417.92,183.53,120.23
549,2011,-2.34,408.14,179.23,117.41
549,2012,-0.47,406.23,178.39,116.86
549,2013,-0.58,403.88,177.36,116.19
549,2014,0.04,404.06,177.44,116.24
549,2015,2.23,413.06,181.39,118.82
549,2016,2.95,425.25,186.75,122.33
549,2017,5.19,447.32,196.44,128.68
549,2018,5.53,472.04,207.29,135.79
549,2019,5.17,496.46,218.02,142.82
549,2020,2.72,509.94,223.94,146.70
549,2021,10.54,563.70,247.54,162.16
549,2022,14.94,647.92,284.53,186.39
549,2023,12.21,727.01,319.26,209.14
550,1975,.,100.00,39.32,23.52
550,1976,15.71,115.71,45.50,27.21
550,1977,8.03,124.99,49.15,29.40
550,1978,18.50,148.11,58.24,34.83
550,1979,14.22,169.18,66.52,39.79
550,1980,7.23,181.40,71.33,42.66
550,1981,4.38,189.36,74.46,44.53
550,1982,-12.84,165.04,64.89,38.82
550,1983,20.10,198.21,77.94,46.62
550,1984,2.12,202.42,79.59,47.61
550,1985,4.79,212.12,83.41,49.89
550,1986,2.37,217.14,85.38,51.07
550,1987,5.63,229.36,90.18,53.94
550,1988,5.35,241.63,95.01,56.83
550,1989,3.03,248.96,97.89,58.55
550,1990,2.15,254.32,100.00,59.81
550,1991,2.65,261.07,102.65,61.40
550,1992,2.42,267.38,105.13,62.89
550,1993,3.31,276.22,108.61,64.96
550,1994,4.08,287.48,113.04,67.61
550,1995,6.91,307.35,120.85,72.29
550,1996,4.63,321.57,126.44,75.63
550,1997,5.71,339.92,133.66,79.95
550,1998,4.82,356.29,140.10,83.80
550,1999,6.89,380.83,149.74,89.57
550,2000,11.65,425.19,167.18,100.00
550,2001,9.66,466.27,183.34,109.66
550,2002,8.22,504.62,198.42,118.68
550,2003,4.77,528.71,207.89,124.35
550,2004,9.13,576.98,226.87,135.70
550,2005,8.11,623.77,245.27,146.70
550,2006,2.77,641.05,252.06,150.77
550,2007,-1.81,629.43,247.49,148.04
550,2008,-5.87,592.45,232.95,139.34
550,2009,-8.72,540.81,212.65,127.19
550,2010,-7.73,498.99,196.20,117.36
550,2011,-6.38,467.14,183.68,109.87
550,2012,-2.12,457.25,179.79,107.54
550,2013,4.63,478.42,188.12,112.52
550,2014,7.20,512.86,201.66,120.62
550,2015,3.88,532.75,209.48,125.30
550,2016,5.01,559.43,219.97,131.57
550,2017,6.23,594.27,233.67,139.77
550,2018,5.82,628.88,247.28,147.91
550,2019,4.13,654.85,257.49,154.01
550,2020,2.85,673.51,264.83,158.40
550,2021,10.56,744.62,292.79,175.13
550,2022,12.85,840.30,330.41,197.63
550,2023,4.41,877.34,344.97,206.34
551,1975,.,100.00,41.49,25.84
551,1976,5.83,105.83,43.90,27.35
551,1977,10.14,116.56,48.35,30.12
551,1978,19.92,139.77,57.99,36.12
551,1979,15.24,161.07,66.82,41.62
551,1980,10.38,177.79,73.76,45.94
551,1981,2.45,182.15,75.57,47.07
551,1982,-10.86,162.36,67.36,41.95
551,1983,19.99,194.82,80.82,50.34
551,1984,3.83,202.27,83.92,52.27
551,1985,0.65,203.58,84.46,52.61
551,1986,4.37,212.48,88.15,54.91
551,1987,5.37,223.89,92.89,57.85
551,1988,3.41,231.53,96.05,59.83
551,1989,3.10,238.72,99.03,61.68
551,1990,0.97,241.04,100.00,62.28
551,1991,1.98,245.80,101.98,63.52
551,1992,1.93,250.54,103.94,64.74
551,1993,2.38,256.49,106.41,66.28
551,1994,2.67,263.35,109.26,68.05
551,1995,5.17,276.98,114.91,71.57
551,1996,3.61,286.98,119.06,74.16
551,1997,4.72,300.52,124.68,77.65
551,1998,5.29,316.41,131.27,81.76
551,1999,7.61,340.49,141.26,87.98
551,2000,13.66,387.00,160.55,100.00
551,2001,10.16,426.31,176.86,110.16
551,2002,8.88,464.18,192.57,119.94
551,2003,5.23,488.43,202.63,126.21
551,2004,10.00,537.30,222.91,138.84
551,2005,8.16,581.13,241.09,150.16
551,2006,2.39,595.02,246.85,153.75
551,2007,-1.69,584.95,242.68,151.15
551,2008,-5.79,551.09,228.63,142.40
551,2009,-7.40,510.31,211.71,131.86
551,2010,-5.87,480.37,199.29,124.13
551,2011,-6.66,448.38,186.02,115.86
551,2012,-1.52,441.55,183.19,114.10
551,2013,4.78,462.66,191.94,119.55
551,2014,6.81,494.19,205.02,127.70
551,2015,3.36,510.80,211.91,131.99
551,2016,4.82,535.44,222.14,138.36
551,2017,6.04,567.76,235.54,146.71
551,2018,6.35,603.81,250.50,156.02
551,2019,4.35,630.06,261.39,162.81
551,2020,3.28,650.72,269.96,168.14
551,2021,8.97,709.10,294.18,183.23
551,2022,11.18,788.34,327.05,203.70
551,2023,3.32,814.50,337.91,210.46
553,1975,.,100.00,39.69,24.07
553,1976,12.93,112.93,44.82,27.18
553,1977,9.25,123.38,48.97,29.70
553,1978,19.22,147.09,58.38,35.41
553,1979,15.00,169.16,67.14,40.72
553,1980,9.03,184.43,73.20,44.39
553,1981,2.46,188.97,75.00,45.49
553,1982,-10.52,169.08,67.11,40.70
553,1983,19.93,202.78,80.48,48.81
553,1984,2.68,208.21,82.63,50.12
553,1985,1.42,211.16,83.81,50.83
553,1986,4.36,220.37,87.46,53.04
553,1987,5.26,231.96,92.06,55.83
553,1988,4.45,242.28,96.16,58.32
553,1989,3.16,249.94,99.20,60.16
553,1990,0.81,251.96,100.00,60.65
553,1991,2.53,258.33,102.53,62.18
553,1992,2.07,263.68,104.65,63.47
553,1993,3.43,272.71,108.24,65.64
553,1994,4.15,284.03,112.73,68.37
553,1995,6.81,303.38,120.41,73.03
553,1996,3.79,314.87,124.97,75.79
553,1997,5.19,331.22,131.46,79.73
553,1998,4.55,346.30,137.44,83.36
553,1999,6.97,370.43,147.02,89.16
553,2000,12.15,415.45,164.89,100.00
553,2001,9.45,454.70,180.47,109.45
553,2002,8.13,491.65,195.13,118.34
553,2003,4.63,514.43,204.17,123.83
553,2004,9.00,560.71,222.54,134.97
553,2005,9.13,611.89,242.85,147.28
553,2006,3.07,630.65,250.30,151.80
553,2007,-1.32,622.32,246.99,149.80
553,2008,-5.80,586.22,232.67,141.11
553,2009,-8.22,538.03,213.54,129.51
553,2010,-7.62,497.02,197.26,119.63
553,2011,-6.10,466.67,185.22,112.33
553,2012,-1.28,460.70,182.85,110.89
553,2013,5.18,484.57,192.32,116.64
553,2014,7.13,519.13,206.04,124.96
553,2015,3.40,536.81,213.05,129.21
553,2016,4.71,562.07,223.08,135.29
553,2017,5.87,595.06,236.17,143.23
553,2018,5.34,626.83,248.78,150.88
553,2019,4.16,652.89,259.12,157.15
553,2020,2.73,670.69,266.19,161.44
553,2021,10.20,739.13,293.35,177.91
553,2022,13.12,836.11,331.84,201.26
553,2023,3.38,864.40,343.07,208.06
554,1975,.,100.00,38.40,23.45
554,1976,10.83,110.83,42.56,25.99
554,1977,11.51,123.58,47.46,28.98
554,1978,19.23,147.35,56.58,34.55
554,1979,17.03,172.44,66.22,40.44
554,1980,8.96,187.90,72.15,44.06
554,1981,3.48,194.43,74.66,45.59
554,1982,-11.56,171.94,66.03,40.32
554,1983,21.81,209.45,80.43,49.12
554,1984,2.46,214.61,82.41,50.33
554,1985,0.78,216.29,83.06,50.72
554,1986,4.25,225.48,86.59,52.88
554,1987,5.77,238.49,91.58,55.93
554,1988,4.12,248.32,95.36,58.23
554,1989,3.17,256.20,98.38,60.08
554,1990,1.64,260.41,100.00,61.07
554,1991,1.71,264.85,101.71,62.11
554,1992,1.52,268.88,103.25,63.06
554,1993,2.32,275.13,105.65,64.52
554,1994,2.54,282.13,108.34,66.16
554,1995,5.03,296.32,113.79,69.49
554,1996,4.35,309.21,118.74,72.51
554,1997,4.73,323.82,124.35,75.94
554,1998,5.41,341.34,131.08,80.05
554,1999,8.75,371.19,142.54,87.05
554,2000,14.88,426.42,163.75,100.00
554,2001,10.67,471.94,181.23,110.67
554,2002,9.08,514.81,197.69,120.73
554,2003,5.23,541.74,208.04,127.04
554,2004,9.60,593.73,228.00,139.23
554,2005,8.60,644.77,247.60,151.20
554,2006,2.59,661.49,254.02,155.12
554,2007,-1.29,652.95,250.74,153.12
554,2008,-6.04,613.50,235.59,143.87
554,2009,-6.91,571.13,219.32,133.94
554,2010,-5.68,538.69,206.86,126.33
554,2011,-6.93,501.37,192.53,117.58
554,2012,-0.90,496.84,190.79,116.51
554,2013,5.65,524.90,201.57,123.09
554,2014,6.92,561.25,215.52,131.62
554,2015,3.70,582.02,223.50,136.49
554,2016,5.53,614.21,235.86,144.04
554,2017,7.09,657.75,252.58,154.25
554,2018,6.99,703.72,270.24,165.03
554,2019,4.08,732.45,281.27,171.77
554,2020,3.13,755.34,290.06,177.13
554,2021,8.56,820.03,314.90,192.30
554,2022,9.88,901.03,346.01,211.30
554,2023,2.38,922.52,354.26,216.34
556,1991,.,100.00,.,60.78
556,1992,5.26,105.26,.,63.98
556,1993,2.96,108.37,.,65.87
556,1994,3.23,111.87,.,68.00
556,1995,7.28,120.01,.,72.94
556,1996,7.23,128.68,.,78.22
556,1997,6.20,136.66,.,83.07
556,1998,4.72,143.11,.,86.99
556,1999,5.49,150.96,.,91.76
556,2000,8.98,164.52,.,100.00
556,2001,8.81,179.01,.,108.81
556,2002,7.09,191.70,.,116.52
556,2003,6.24,203.67,.,123.80
556,2004,9.58,223.19,.,135.66
556,2005,12.81,251.78,.,153.04
556,2006,7.00,269.40,.,163.75
556,2007,3.64,279.22,.,169.72
556,2008,-1.62,274.69,.,166.96
556,2009,-3.53,265.00,.,161.07
556,2010,-3.88,254.71,.,154.82
556,2011,-3.82,244.97,.,148.90
556,2012,0.79,246.91,.,150.08
556,2013,-1.22,243.89,.,148.24
556,2014,3.83,253.23,.,153.92
556,2015,-1.73,248.85,.,151.26
556,2016,-0.33,248.02,.,150.75
556,2017,7.80,267.36,.,162.51
556,2018,2.80,274.85,.,167.06
556,2019,6.76,293.42,.,178.35
556,2020,1.55,297.97,.,181.12
556,2021,15.45,344.02,.,209.11
556,2022,17.06,402.70,.,244.77
556,2023,4.14,419.39,.,254.92
557,1976,.,100.00,60.53,35.23
557,1977,20.08,120.08,72.68,42.31
557,1978,-6.86,111.84,67.70,39.41
557,1979,33.24,149.02,90.20,52.50
557,1980,-2.58,145.18,87.87,51.15
557,1981,9.55,159.05,96.27,56.04
557,1982,.,.,.,.
557,1983,.,150.30,90.97,52.95
557,1984,-10.27,134.86,81.62,47.51
557,1985,0.66,135.75,82.16,47.83
557,1986,5.50,143.22,86.69,50.46
557,1987,-0.64,142.30,86.13,50.14
557,1988,2.99,146.56,88.71,51.64
557,1989,9.97,161.17,97.55,56.78
557,1990,2.51,165.22,100.00,58.21
557,1991,4.16,172.10,104.16,60.63
557,1992,4.45,179.75,108.79,63.33
557,1993,4.36,187.59,113.54,66.09
557,1994,5.18,197.30,119.42,69.51
557,1995,6.90,210.92,127.66,74.31
557,1996,4.21,219.80,133.04,77.44
557,1997,6.37,233.80,141.51,82.37
557,1998,4.62,244.60,148.05,86.18
557,1999,4.82,256.40,155.19,90.34
557,2000,10.70,283.83,171.79,100.00
557,2001,7.00,303.71,183.83,107.00
557,2002,5.41,320.13,193.77,112.79
557,2003,5.44,337.55,204.31,118.93
557,2004,8.16,365.08,220.97,128.63
557,2005,9.34,399.19,241.62,140.65
557,2006,6.37,424.61,257.00,149.60
557,2007,3.11,437.83,265.00,154.26
557,2008,-1.25,432.38,261.70,152.34
557,2009,-2.97,419.54,253.93,147.81
557,2010,-4.58,400.34,242.31,141.05
557,2011,-2.29,391.17,236.76,137.82
557,2012,-1.99,383.39,232.05,135.08
557,2013,0.13,383.90,232.36,135.26
557,2014,1.38,389.20,235.57,137.12
557,2015,1.80,396.22,239.82,139.60
557,2016,1.53,402.29,243.49,141.74
557,2017,2.10,410.74,248.61,144.71
557,2018,4.84,430.62,260.64,151.72
557,2019,3.65,446.33,270.15,157.25
557,2020,2.84,459.01,277.82,161.72
557,2021,9.94,504.66,305.45,177.80
557,2022,15.13,581.03,351.68,204.71
557,2023,11.44,647.52,391.92,228.13
558,1976,.,100.00,40.12,23.69
558,1977,27.43,127.43,51.13,30.19
558,1978,4.84,133.60,53.61,31.65
558,1979,24.04,165.71,66.49,39.26
558,1980,17.57,194.83,78.18,46.16
558,1981,-2.75,189.48,76.03,44.89
558,1982,0.19,189.85,76.18,44.98
558,1983,0.81,191.38,76.79,45.34
558,1984,-10.95,170.43,68.38,40.38
558,1985,5.86,180.42,72.39,42.75
558,1986,6.63,192.39,77.20,45.58
558,1987,4.76,201.54,80.87,47.75
558,1988,9.18,220.04,88.29,52.13
558,1989,7.70,236.99,95.09,56.15
558,1990,5.16,249.22,100.00,59.05
558,1991,7.04,266.77,107.04,63.21
558,1992,5.84,282.35,113.29,66.90
558,1993,6.95,301.99,121.17,71.55
558,1994,0.49,303.48,121.77,71.90
558,1995,4.89,318.34,127.73,75.42
558,1996,4.72,333.35,133.75,78.98
558,1997,4.14,347.15,139.29,82.25
558,1998,5.00,364.51,146.26,86.36
558,1999,5.02,382.79,153.59,90.69
558,2000,10.26,422.08,169.36,100.00
558,2001,8.66,458.63,184.02,108.66
558,2002,8.98,499.80,200.54,118.41
558,2003,6.91,534.35,214.41,126.60
558,2004,11.15,593.92,238.31,140.71
558,2005,8.16,642.36,257.75,152.19
558,2006,1.60,652.64,261.87,154.62
558,2007,0.95,658.81,264.35,156.09
558,2008,-0.97,652.45,261.79,154.58
558,2009,-2.66,635.11,254.84,150.47
558,2010,-2.46,619.51,248.58,146.78
558,2011,-3.77,596.12,239.19,141.24
558,2012,-1.17,589.16,236.40,139.59
558,2013,1.70,599.19,240.42,141.96
558,2014,2.59,614.70,246.65,145.64
558,2015,3.31,635.05,254.81,150.46
558,2016,2.62,651.68,261.49,154.40
558,2017,5.94,690.42,277.03,163.58
558,2018,4.52,721.61,289.55,170.97
558,2019,4.38,753.22,302.23,178.46
558,2020,2.10,769.00,308.56,182.19
558,2021,10.40,849.01,340.66,201.15
558,2022,13.96,967.56,388.23,229.24
558,2023,7.17,1036.89,416.05,245.66
559,1975,.,100.00,46.37,29.91
559,1976,6.38,106.38,49.32,31.82
559,1977,24.56,132.50,61.44,39.63
559,1978,10.68,146.65,68.00,43.86
559,1979,11.27,163.17,75.66,48.80
559,1980,6.20,173.29,80.35,51.83
559,1981,-0.52,172.39,79.94,51.56
559,1982,-11.64,152.32,70.63,45.56
559,1983,14.56,174.50,80.91,52.19
559,1984,6.42,185.70,86.11,55.54
559,1985,2.28,189.93,88.07,56.81
559,1986,0.77,191.39,88.74,57.24
559,1987,1.29,193.86,89.89,57.98
559,1988,1.64,197.03,91.36,58.93
559,1989,5.71,208.28,96.58,62.30
559,1990,3.54,215.67,100.00,64.50
559,1991,3.44,223.09,103.44,66.73
559,1992,2.16,227.92,105.68,68.17
559,1993,3.03,234.81,108.88,70.23
559,1994,2.08,239.69,111.14,71.69
559,1995,3.25,247.47,114.75,74.02
559,1996,4.63,258.93,120.06,77.44
559,1997,4.27,269.98,125.19,80.75
559,1998,4.58,282.34,130.91,84.45
559,1999,7.63,303.87,140.90,90.89
559,2000,10.03,334.34,155.03,100.00
559,2001,6.88,357.36,165.70,106.88
559,2002,4.57,373.70,173.28,111.77
559,2003,2.44,382.81,177.50,114.50
559,2004,4.82,401.27,186.06,120.02
559,2005,5.02,421.41,195.40,126.04
559,2006,1.70,428.57,198.72,128.18
559,2007,-0.01,428.50,198.69,128.16
559,2008,-0.37,426.90,197.94,127.68
559,2009,-2.67,415.50,192.66,124.28
559,2010,-4.05,398.68,184.86,119.24
559,2011,-2.63,388.19,179.99,116.10
559,2012,-0.37,386.74,179.32,115.67
559,2013,1.70,393.31,182.37,117.64
559,2014,2.52,403.24,186.97,120.61
559,2015,3.12,415.83,192.81,124.37
559,2016,5.23,437.56,202.89,130.87
559,2017,6.75,467.09,216.58,139.70
559,2018,5.46,492.58,228.40,147.33
559,2019,4.01,512.34,237.56,153.24
559,2020,3.15,528.50,245.05,158.07
559,2021,10.23,582.58,270.13,174.25
559,2022,12.60,655.98,304.17,196.20
559,2023,5.31,690.80,320.31,206.62
560,1975,.,100.00,52.09,31.69
560,1976,15.78,115.78,60.31,36.69
560,1977,10.23,127.63,66.49,40.45
560,1978,12.32,143.35,74.68,45.43
560,1979,9.10,156.39,81.47,49.56
560,1980,2.63,160.51,83.62,50.87
560,1981,-14.63,137.03,71.38,43.42
560,1982,-14.56,117.08,60.99,37.10
560,1983,41.17,165.28,86.10,52.38
560,1984,0.91,166.79,86.89,52.86
560,1985,3.99,173.45,90.36,54.97
560,1986,0.35,174.05,90.67,55.16
560,1987,1.64,176.91,92.16,56.06
560,1988,2.64,181.57,94.59,57.54
560,1989,2.89,186.82,97.32,59.20
560,1990,2.75,191.96,100.00,60.83
560,1991,3.85,199.34,103.85,63.17
560,1992,3.20,205.73,107.18,65.20
560,1993,4.73,215.48,112.25,68.28
560,1994,3.73,223.51,116.43,70.83
560,1995,8.89,243.38,126.79,77.13
560,1996,4.50,254.34,132.50,80.60
560,1997,4.72,266.34,138.75,84.40
560,1998,4.27,277.72,144.68,88.01
560,1999,5.18,292.11,152.17,92.57
560,2000,8.03,315.56,164.39,100.00
560,2001,6.07,334.71,174.36,106.07
560,2002,5.05,351.62,183.17,111.43
560,2003,2.72,361.19,188.16,114.46
560,2004,7.83,389.49,202.90,123.43
560,2005,7.73,419.59,218.58,132.97
560,2006,2.56,430.32,224.17,136.37
560,2007,-0.13,429.76,223.88,136.19
560,2008,-1.76,422.18,219.93,133.79
560,2009,-4.72,402.24,209.54,127.47
560,2010,-4.67,383.44,199.75,121.51
560,2011,-4.00,368.11,191.76,116.65
560,2012,0.13,368.59,192.02,116.81
560,2013,2.18,376.64,196.21,119.36
560,2014,2.75,387.00,201.60,122.64
560,2015,2.99,398.57,207.63,126.31
560,2016,3.82,413.78,215.56,131.13
560,2017,4.85,433.85,226.01,137.49
560,2018,5.61,458.18,238.69,145.20
560,2019,3.84,475.80,247.86,150.78
560,2020,1.43,482.58,251.40,152.93
560,2021,8.84,525.24,273.62,166.45
560,2022,12.99,593.48,309.17,188.07
560,2023,5.58,626.59,326.42,198.57
561,1979,.,100.00,92.49,64.37
561,1980,-2.53,97.47,90.15,62.74
561,1981,43.56,139.92,129.41,90.06
561,1982,-38.27,86.37,79.88,55.59
561,1983,-0.48,85.95,79.50,55.33
561,1984,-2.84,83.51,77.24,53.76
561,1985,19.71,99.97,92.46,64.35
561,1986,2.43,102.40,94.71,65.92
561,1987,-1.52,100.85,93.27,64.91
561,1988,8.98,109.91,101.66,70.75
561,1989,-5.11,104.29,96.46,67.13
561,1990,3.67,108.12,100.00,69.59
561,1991,2.62,110.95,102.62,71.42
561,1992,6.46,118.11,109.24,76.03
561,1993,3.50,122.24,113.06,78.69
561,1994,5.47,128.93,119.25,82.99
561,1995,3.11,132.93,122.95,85.57
561,1996,5.62,140.40,129.86,90.37
561,1997,4.06,146.10,135.13,94.04
561,1998,1.09,147.69,136.60,95.07
561,1999,2.28,151.06,139.71,97.23
561,2000,2.85,155.35,143.69,100.00
561,2001,7.49,166.99,154.45,107.49
561,2002,3.18,172.30,159.37,110.91
561,2003,2.15,176.00,162.79,113.29
561,2004,6.26,187.01,172.97,120.38
561,2005,4.79,195.98,181.26,126.15
561,2006,6.11,207.96,192.34,133.86
561,2007,4.38,217.06,200.76,139.72
561,2008,1.18,219.61,203.12,141.36
561,2009,-3.52,211.89,195.98,136.39
561,2010,-0.34,211.18,195.32,135.93
561,2011,-0.99,209.09,193.39,134.59
561,2012,1.61,212.46,196.51,136.76
561,2013,2.21,217.15,200.85,139.78
561,2014,3.35,224.43,207.58,144.46
561,2015,2.50,230.05,212.78,148.08
561,2016,4.67,240.80,222.72,155.00
561,2017,4.25,251.03,232.18,161.58
561,2018,5.49,264.82,244.94,170.46
561,2019,2.90,272.50,252.04,175.41
561,2020,0.58,274.09,253.51,176.43
561,2021,10.01,301.52,278.88,194.08
561,2022,16.26,350.54,324.22,225.64
561,2023,5.62,370.24,342.44,238.32
562,1977,.,100.00,73.24,47.15
562,1978,13.92,113.92,83.44,53.71
562,1979,1.97,116.16,85.08,54.77
562,1980,13.78,132.17,96.81,62.32
562,1981,4.19,137.71,100.86,64.93
562,1982,-24.95,103.35,75.70,48.73
562,1983,23.00,127.12,93.11,59.94
562,1984,0.28,127.48,93.37,60.11
562,1985,-0.28,127.12,93.11,59.94
562,1986,2.66,130.50,95.59,61.53
562,1987,0.29,130.88,95.86,61.71
562,1988,-1.19,129.32,94.72,60.97
562,1989,2.32,132.32,96.92,62.39
562,1990,3.18,136.53,100.00,64.37
562,1991,4.10,142.13,104.10,67.01
562,1992,3.36,146.89,107.59,69.26
562,1993,4.85,154.03,112.82,72.62
562,1994,2.56,157.97,115.71,74.49
562,1995,9.47,172.94,126.67,81.54
562,1996,3.65,179.26,131.30,84.52
562,1997,5.12,188.44,138.03,88.85
562,1998,3.57,195.18,142.96,92.03
562,1999,3.90,202.80,148.54,95.62
562,2000,4.58,212.09,155.34,100.00
562,2001,6.35,225.55,165.20,106.35
562,2002,4.01,234.60,171.83,110.62
562,2003,2.54,240.55,176.19,113.42
562,2004,8.65,261.37,191.44,123.24
562,2005,7.56,281.13,205.92,132.56
562,2006,4.87,294.82,215.94,139.01
562,2007,3.44,304.95,223.36,143.79
562,2008,-1.44,300.55,220.14,141.71
562,2009,-1.83,295.05,216.11,139.12
562,2010,-2.72,287.03,210.24,135.34
562,2011,-2.59,279.61,204.80,131.84
562,2012,0.10,279.89,205.00,131.97
562,2013,1.80,284.92,208.69,134.34
562,2014,1.75,289.91,212.34,136.69
562,2015,2.04,295.81,216.66,139.48
562,2016,2.58,303.42,222.24,143.07
562,2017,2.49,310.98,227.77,146.63
562,2018,4.06,323.60,237.02,152.58
562,2019,3.67,335.46,245.71,158.17
562,2020,2.41,343.55,251.63,161.99
562,2021,8.69,373.40,273.50,176.06
562,2022,14.69,428.26,313.68,201.93
