Five-Digit ZIP Code,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
90210,1993,-15.48,157.23,90.31,69.63
90210,1994,-4.73,149.79,86.04,66.33
90210,1995,-8.64,136.85,78.60,60.60
90210,1996,4.02,142.35,81.76,63.04
90210,1997,2.16,145.42,83.53,64.40
90210,1998,26.36,183.76,105.55,81.38
90210,1999,2.62,188.57,108.31,83.50
90210,2000,19.76,225.82,129.71,100.00
90210,2001,-5.42,213.59,122.68,94.58
90210,2002,5.07,224.42,128.90,99.38
90210,2003,8.78,244.12,140.22,108.11
90210,2004,8.77,265.54,152.53,117.59
90210,2005,22.28,324.71,186.51,143.79
90210,2006,34.41,436.45,250.70,193.28
90210,2007,-15.07,370.68,212.92,164.15
90210,2008,-8.51,339.13,194.79,150.18
90210,2009,-3.72,326.50,187.54,144.58
90210,2010,-4.11,313.07,179.82,138.64
90210,2011,1.90,319.03,183.25,141.28
90210,2012,-0.65,316.96,182.06,140.36
90210,2013,4.46,331.08,190.17,146.61
90210,2014,17.87,390.23,224.14,172.81
90210,2015,6.22,414.52,238.09,183.56
90210,2016,5.23,436.22,250.56,193.17
90210,2017,3.84,452.98,260.19,200.59
90210,2018,13.62,514.65,295.61,227.90
90210,2019,-3.52,496.54,285.21,219.89
90210,2020,-4.57,473.87,272.19,209.85
90210,2021,-3.15,458.95,263.61,203.24
90210,2022,.,.,.,.
90210,2023,.,.,.,.
90211,1986,.,100.00,.,43.38
90211,1987,4.70,104.70,.,45.42
90211,1988,44.38,151.17,.,65.57
90211,1989,.,.,.,.
90211,1990,.,.,.,.
90211,1991,.,196.53,.,85.25
90211,1992,0.97,198.44,.,86.08
90211,1993,-14.83,169.01,.,73.31
90211,1994,5.49,178.28,.,77.33
90211,1995,-12.02,156.85,.,68.04
90211,1996,0.03,156.90,.,68.06
90211,1997,5.61,165.70,.,71.88
90211,1998,8.83,180.34,.,78.22
90211,1999,22.53,220.96,.,95.85
90211,2000,4.33,230.54,.,100.00
90211,2001,5.82,243.95,.,105.82
90211,2002,-0.23,243.39,.,105.57
90211,2003,14.10,277.70,.,120.45
90211,2004,8.87,302.33,.,131.14
90211,2005,38.78,419.57,.,181.99
90211,2006,-1.07,415.08,.,180.05
90211,2007,21.38,503.84,.,218.55
90211,2008,-17.69,414.71,.,179.89
90211,2009,-2.65,403.74,.,175.13
90211,2010,-3.04,391.46,.,169.80
90211,2011,1.71,398.13,.,172.70
90211,2012,-3.58,383.87,.,166.51
90211,2013,18.94,456.58,.,198.05
90211,2014,.,.,.,.
90211,2015,.,.,.,.
90211,2016,.,.,.,.
90211,2017,.,.,.,.
90211,2018,.,.,.,.
90211,2019,.,.,.,.
90211,2020,.,332.35,.,144.16
90211,2021,16.26,386.39,.,167.60
90211,2022,.,.,.,.
90211,2023,.,.,.,.
90212,1992,.,100.00,.,.
90212,1993,-17.95,82.05,.,.
90212,1994,-18.07,67.23,.,.
90212,1995,.,.,.,.
90212,1996,.,83.52,.,.
90212,1997,.,.,.,.
90212,1998,.,106.09,.,.
90212,1999,-8.07,97.53,.,.
90212,2000,.,.,.,.
90212,2001,.,128.19,.,.
90212,2002,-1.83,125.84,.,.
90212,2003,12.89,142.06,.,.
90212,2004,2.04,144.96,.,.
90212,2005,.,.,.,.
90212,2006,.,.,.,.
90212,2007,.,.,.,.
90212,2008,.,.,.,.
90212,2009,.,202.19,.,.
90212,2010,-10.18,181.61,.,.
90212,2011,-4.76,172.97,.,.
90212,2012,6.90,184.90,.,.
90212,2013,.,.,.,.
90212,2014,.,.,.,.
90212,2015,.,.,.,.
90212,2016,.,.,.,.
90212,2017,.,.,.,.
90212,2018,.,.,.,.
90212,2019,.,.,.,.
90212,2020,.,.,.,.
90212,2021,.,.,.,.
90212,2022,.,.,.,.
90212,2023,.,.,.,.
90220,1979,.,100.00,34.73,30.69
90220,1980,15.26,115.26,40.03,35.37
90220,1981,17.95,135.95,47.22,41.72
90220,1982,-0.84,134.81,46.82,41.37
90220,1983,25.75,169.53,58.88,52.02
90220,1984,-7.63,156.59,54.39,48.05
90220,1985,14.66,179.54,62.36,55.09
90220,1986,6.93,191.98,66.68,58.91
90220,1987,2.79,197.34,68.54,60.55
90220,1988,12.15,221.31,76.87,67.91
90220,1989,11.59,246.95,85.77,75.78
90220,1990,16.59,287.92,100.00,88.35
90220,1991,8.46,312.29,108.46,95.83
90220,1992,5.48,329.41,114.41,101.08
90220,1993,-0.82,326.71,113.47,100.25
90220,1994,-3.33,315.83,109.69,96.91
90220,1995,-3.14,305.92,106.25,93.87
90220,1996,2.23,312.73,108.62,95.96
90220,1997,-2.90,303.67,105.47,93.18
90220,1998,3.65,314.77,109.32,96.59
90220,1999,2.86,323.75,112.44,99.35
90220,2000,0.66,325.89,113.19,100.00
90220,2001,9.56,357.05,124.01,109.56
90220,2002,12.06,400.10,138.96,122.77
90220,2003,13.69,454.89,157.99,139.59
90220,2004,30.26,592.56,205.80,181.83
90220,2005,33.29,789.83,274.32,242.36
90220,2006,22.52,967.69,336.09,296.94
90220,2007,7.35,1038.85,360.81,318.78
90220,2008,-18.67,844.86,293.43,259.25
90220,2009,-39.19,513.73,178.43,157.64
90220,2010,-0.73,509.96,177.12,156.48
90220,2011,2.08,520.57,180.80,159.74
90220,2012,-0.81,516.33,179.33,158.44
90220,2013,10.52,570.67,198.20,175.11
90220,2014,15.10,656.82,228.12,201.55
90220,2015,12.24,737.19,256.04,226.21
90220,2016,11.93,825.11,286.57,253.19
90220,2017,10.93,915.33,317.91,280.87
90220,2018,9.70,1004.14,348.75,308.13
90220,2019,7.90,1083.44,376.29,332.46
90220,2020,7.06,1159.90,402.85,355.92
90220,2021,12.59,1305.90,453.56,400.72
90220,2022,13.13,1477.39,513.12,453.34
90220,2023,0.57,1485.77,516.03,455.92
90221,1979,.,100.00,37.15,32.40
90221,1980,7.73,107.73,40.02,34.91
90221,1981,38.83,149.56,55.56,48.46
90221,1982,-9.65,135.13,50.20,43.78
90221,1983,-0.97,133.82,49.72,43.36
90221,1984,14.82,153.66,57.09,49.79
90221,1985,8.21,166.27,61.77,53.87
90221,1986,2.80,170.93,63.50,55.38
90221,1987,9.04,186.38,69.25,60.39
90221,1988,8.04,201.36,74.81,65.24
90221,1989,16.23,234.03,86.95,75.83
90221,1990,15.01,269.16,100.00,87.21
90221,1991,6.48,286.59,106.48,92.86
90221,1992,4.84,300.46,111.63,97.35
90221,1993,-3.38,290.31,107.86,94.07
90221,1994,-2.12,284.16,105.57,92.07
90221,1995,-2.85,276.07,102.57,89.45
90221,1996,5.08,290.09,107.78,94.00
90221,1997,-2.26,283.53,105.34,91.87
90221,1998,3.31,292.91,108.83,94.91
90221,1999,1.59,297.58,110.56,96.42
90221,2000,3.71,308.62,114.66,100.00
90221,2001,6.93,330.00,122.61,106.93
90221,2002,7.76,355.63,132.13,115.23
90221,2003,14.50,407.19,151.28,131.94
90221,2004,29.60,527.70,196.06,170.99
90221,2005,34.81,711.39,264.30,230.51
90221,2006,23.87,881.19,327.39,285.52
90221,2007,7.47,946.98,351.83,306.84
90221,2008,-15.83,797.10,296.14,258.28
90221,2009,-40.89,471.13,175.04,152.66
90221,2010,-2.00,461.71,171.54,149.60
90221,2011,-0.51,459.37,170.67,148.85
90221,2012,3.94,477.48,177.40,154.71
90221,2013,8.05,515.92,191.68,167.17
90221,2014,21.99,629.37,233.83,203.93
90221,2015,6.32,669.17,248.61,216.82
90221,2016,10.32,738.19,274.26,239.19
90221,2017,11.24,821.19,305.10,266.08
90221,2018,9.01,895.19,332.59,290.06
90221,2019,7.85,965.46,358.70,312.83
90221,2020,4.35,1007.46,374.30,326.44
90221,2021,13.90,1147.50,426.33,371.82
90221,2022,11.55,1280.03,475.57,414.76
90221,2023,4.58,1338.69,497.36,433.77
90222,1982,.,100.00,49.32,42.96
90222,1983,12.81,112.81,55.63,48.46
90222,1984,2.29,115.40,56.91,49.57
90222,1985,2.26,118.00,58.19,50.69
90222,1986,7.80,127.20,62.73,54.64
90222,1987,3.52,131.67,64.94,56.57
90222,1988,20.34,158.45,78.14,68.07
90222,1989,9.49,173.50,85.56,74.53
90222,1990,16.88,202.78,100.00,87.11
90222,1991,11.73,226.57,111.73,97.33
90222,1992,1.42,229.78,113.31,98.71
90222,1993,0.55,231.03,113.93,99.25
90222,1994,-1.77,226.94,111.92,97.49
90222,1995,-3.35,219.34,108.17,94.22
90222,1996,-0.25,218.80,107.90,93.99
90222,1997,1.69,222.50,109.73,95.58
90222,1998,5.22,234.11,115.45,100.57
90222,1999,-1.67,230.20,113.52,98.89
90222,2000,1.12,232.78,114.80,100.00
90222,2001,9.15,254.08,125.30,109.15
90222,2002,8.94,276.80,136.51,118.91
90222,2003,12.54,311.52,153.63,133.82
90222,2004,29.35,402.96,198.72,173.11
90222,2005,32.88,535.47,264.07,230.03
90222,2006,26.33,676.44,333.59,290.59
90222,2007,5.14,711.21,350.73,305.52
90222,2008,-17.72,585.20,288.59,251.39
90222,2009,-31.54,400.65,197.58,172.11
90222,2010,-20.29,319.37,157.50,137.19
90222,2011,5.00,335.33,165.37,144.05
90222,2012,2.34,343.19,169.25,147.43
90222,2013,8.86,373.59,184.24,160.49
90222,2014,23.05,459.70,226.70,197.48
90222,2015,11.30,511.66,252.33,219.80
90222,2016,10.63,566.06,279.15,243.17
90222,2017,9.69,620.92,306.21,266.74
90222,2018,9.01,676.87,333.80,290.77
90222,2019,8.26,732.80,361.38,314.80
90222,2020,4.72,767.36,378.43,329.65
90222,2021,11.11,852.62,420.47,366.27
90222,2022,18.26,1008.33,497.26,433.16
90222,2023,2.20,1030.57,508.23,442.71
90230,1975,.,100.00,15.01,14.03
90230,1976,28.74,128.74,19.33,18.07
90230,1977,13.84,146.55,22.00,20.57
90230,1978,26.81,185.83,27.90,26.08
90230,1979,34.70,250.31,37.58,35.13
90230,1980,15.41,288.87,43.36,40.54
90230,1981,-1.64,284.14,42.65,39.88
90230,1982,-18.84,230.61,34.62,32.36
90230,1983,28.19,295.62,44.38,41.49
90230,1984,3.19,305.04,45.79,42.81
90230,1985,4.58,319.01,47.89,44.77
90230,1986,10.39,352.15,52.86,49.42
90230,1987,10.15,387.90,58.23,54.44
90230,1988,34.90,523.29,78.55,73.44
90230,1989,25.30,655.70,98.43,92.02
90230,1990,1.59,666.16,100.00,93.49
90230,1991,-2.52,649.37,97.48,91.13
90230,1992,-4.10,622.74,93.48,87.39
90230,1993,-11.09,553.68,83.12,77.70
90230,1994,-6.43,518.06,77.77,72.70
90230,1995,-7.09,481.35,72.26,67.55
90230,1996,4.66,503.76,75.62,70.70
90230,1997,2.87,518.20,77.79,72.72
90230,1998,14.23,591.94,88.86,83.07
90230,1999,8.38,641.55,96.31,90.03
90230,2000,11.07,712.56,106.97,100.00
90230,2001,9.37,779.31,116.99,109.37
90230,2002,12.68,878.10,131.82,123.23
90230,2003,10.19,967.55,145.24,135.79
90230,2004,18.37,1145.33,171.93,160.73
90230,2005,24.19,1422.42,213.53,199.62
90230,2006,15.10,1637.18,245.76,229.76
90230,2007,-1.15,1618.31,242.93,227.11
90230,2008,-6.20,1517.94,227.86,213.03
90230,2009,-9.85,1368.38,205.41,192.04
90230,2010,2.08,1396.83,209.68,196.03
90230,2011,-4.38,1335.66,200.50,187.44
90230,2012,1.55,1356.30,203.60,190.34
90230,2013,10.58,1499.74,225.13,210.47
90230,2014,14.79,1721.51,258.42,241.60
90230,2015,9.90,1891.97,284.01,265.52
90230,2016,13.92,2155.36,323.55,302.48
90230,2017,7.54,2317.84,347.94,325.28
90230,2018,10.28,2556.03,383.70,358.71
90230,2019,-1.15,2526.69,379.29,354.59
90230,2020,-3.75,2431.85,365.06,341.28
90230,2021,0.67,2448.14,367.50,343.57
90230,2022,15.57,2829.42,424.74,397.08
90230,2023,12.07,3170.90,476.00,445.00
90232,1978,.,100.00,26.19,24.35
90232,1979,27.08,127.08,33.29,30.94
90232,1980,-4.14,121.82,31.91,29.66
90232,1981,24.09,151.17,39.60,36.81
90232,1982,-1.27,149.25,39.10,36.34
90232,1983,9.37,163.24,42.76,39.75
90232,1984,6.31,173.54,45.46,42.26
90232,1985,5.31,182.75,47.87,44.50
90232,1986,4.90,191.70,50.22,46.68
90232,1987,14.74,219.96,57.62,53.56
90232,1988,39.36,306.54,80.30,74.64
90232,1989,16.65,357.59,93.67,87.07
90232,1990,6.76,381.76,100.00,92.96
90232,1991,-0.32,380.53,99.68,92.66
90232,1992,-2.01,372.87,97.67,90.79
90232,1993,-11.25,330.92,86.68,80.58
90232,1994,-11.50,292.88,76.72,71.32
90232,1995,-3.51,282.60,74.02,68.81
90232,1996,4.34,294.88,77.24,71.80
90232,1997,7.49,316.97,83.03,77.18
90232,1998,11.21,352.51,92.34,85.83
90232,1999,6.97,377.07,98.77,91.81
90232,2000,8.91,410.68,107.58,100.00
90232,2001,11.99,459.91,120.47,111.99
90232,2002,11.25,511.65,134.02,124.59
90232,2003,10.51,565.44,148.11,137.68
90232,2004,21.01,684.23,179.23,166.61
90232,2005,29.06,883.05,231.31,215.02
90232,2006,11.63,985.74,258.21,240.03
90232,2007,0.07,986.45,258.39,240.20
90232,2008,-1.70,969.65,253.99,236.11
90232,2009,-9.86,874.08,228.96,212.84
90232,2010,0.23,876.12,229.49,213.33
90232,2011,-1.39,863.93,226.30,210.37
90232,2012,1.76,879.12,230.28,214.06
90232,2013,10.27,969.36,253.92,236.04
90232,2014,17.34,1137.48,297.96,276.98
90232,2015,7.22,1219.57,319.46,296.96
90232,2016,11.87,1364.38,357.39,332.22
90232,2017,4.70,1428.54,374.20,347.85
90232,2018,9.65,1566.35,410.29,381.40
90232,2019,-4.64,1493.61,391.24,363.69
90232,2020,-8.69,1363.88,357.26,332.10
90232,2021,1.84,1388.93,363.82,338.20
90232,2022,-6.99,1291.86,338.39,314.57
90232,2023,.,.,.,.
90240,1975,.,100.00,17.44,17.88
90240,1976,21.51,121.51,21.20,21.73
90240,1977,11.27,135.20,23.59,24.18
90240,1978,30.62,176.60,30.81,31.58
90240,1979,19.05,210.24,36.68,37.59
90240,1980,9.97,231.20,40.33,41.34
90240,1981,6.38,245.95,42.91,43.98
90240,1982,-22.66,190.22,33.18,34.01
90240,1983,40.12,266.52,46.49,47.66
90240,1984,4.33,278.06,48.51,49.72
90240,1985,6.02,294.80,51.43,52.71
90240,1986,8.60,320.16,55.85,57.25
90240,1987,12.54,360.32,62.86,64.43
90240,1988,20.34,433.61,75.64,77.53
90240,1989,19.53,518.30,90.42,92.68
90240,1990,10.60,573.24,100.00,102.50
90240,1991,-1.83,562.77,98.17,100.63
90240,1992,-0.89,557.76,97.30,99.73
90240,1993,-7.84,514.03,89.67,91.91
90240,1994,-6.04,482.97,84.25,86.36
90240,1995,-5.03,458.66,80.01,82.01
90240,1996,-1.72,450.78,78.64,80.60
90240,1997,-0.11,450.29,78.55,80.51
90240,1998,6.48,479.49,83.65,85.74
90240,1999,6.07,508.59,88.72,90.94
90240,2000,9.96,559.27,97.56,100.00
90240,2001,9.46,612.17,106.79,109.46
90240,2002,13.52,694.95,121.23,124.26
90240,2003,11.63,775.76,135.33,138.71
90240,2004,24.22,963.67,168.11,172.31
90240,2005,30.46,1257.19,219.31,224.79
90240,2006,17.48,1476.93,257.65,264.08
90240,2007,-3.19,1429.81,249.43,255.66
90240,2008,-19.39,1152.57,201.06,206.09
90240,2009,-15.82,970.21,169.25,173.48
90240,2010,-2.70,943.99,164.68,168.79
90240,2011,-3.70,909.10,158.59,162.55
90240,2012,-0.76,902.15,157.38,161.31
90240,2013,7.65,971.14,169.41,173.65
90240,2014,16.16,1128.04,196.78,201.70
90240,2015,2.24,1153.27,201.18,206.21
90240,2016,8.96,1256.55,219.20,224.68
90240,2017,7.75,1353.99,236.20,242.10
90240,2018,3.87,1406.40,245.34,251.47
90240,2019,1.06,1421.37,247.95,254.15
90240,2020,4.60,1486.68,259.35,265.83
90240,2021,10.82,1647.56,287.41,294.59
90240,2022,14.06,1879.26,327.83,336.02
90240,2023,1.27,1903.06,331.98,340.28
90241,1975,.,100.00,18.11,18.40
90241,1976,13.26,113.26,20.51,20.84
90241,1977,19.30,135.12,24.47,24.87
90241,1978,24.60,168.35,30.49,30.98
90241,1979,14.67,193.04,34.96,35.53
90241,1980,17.88,227.55,41.21,41.88
90241,1981,8.25,246.32,44.60,45.33
90241,1982,-24.87,185.06,33.51,34.06
90241,1983,40.18,259.41,46.98,47.74
90241,1984,3.93,269.62,48.82,49.62
90241,1985,8.65,292.93,53.05,53.91
90241,1986,5.96,310.39,56.21,57.12
90241,1987,10.91,344.26,62.34,63.35
90241,1988,20.55,414.99,75.15,76.37
90241,1989,25.87,522.35,94.59,96.13
90241,1990,5.72,552.23,100.00,101.63
90241,1991,0.48,554.88,100.48,102.11
90241,1992,-2.30,542.12,98.17,99.77
90241,1993,-8.30,497.13,90.02,91.49
90241,1994,-4.55,474.49,85.92,87.32
90241,1995,-6.20,445.07,80.59,81.91
90241,1996,-3.47,429.63,77.80,79.06
90241,1997,1.02,434.03,78.60,79.87
90241,1998,8.37,470.37,85.18,86.56
90241,1999,7.03,503.45,91.17,92.65
90241,2000,7.93,543.39,98.40,100.00
90241,2001,10.45,600.18,108.68,110.45
90241,2002,12.19,673.37,121.94,123.92
90241,2003,13.16,761.96,137.98,140.22
90241,2004,26.87,966.71,175.06,177.90
90241,2005,26.27,1220.64,221.04,224.64
90241,2006,19.43,1457.79,263.98,268.28
90241,2007,-3.56,1405.90,254.59,258.73
90241,2008,-18.16,1150.62,208.36,211.75
90241,2009,-17.05,954.45,172.84,175.65
90241,2010,-3.93,916.96,166.05,168.75
90241,2011,-3.61,883.82,160.05,162.65
90241,2012,-1.06,874.43,158.34,160.92
90241,2013,9.22,955.05,172.94,175.76
90241,2014,11.87,1068.38,193.47,196.62
90241,2015,6.10,1133.58,205.27,208.61
90241,2016,7.26,1215.82,220.17,223.75
90241,2017,6.22,1291.49,233.87,237.67
90241,2018,6.17,1371.13,248.29,252.33
90241,2019,3.04,1412.79,255.83,260.00
90241,2020,3.50,1462.20,264.78,269.09
90241,2021,10.36,1613.74,292.22,296.98
90241,2022,14.63,1849.77,334.96,340.41
90241,2023,8.89,2014.25,364.75,370.68
90242,1976,.,100.00,23.01,22.84
90242,1977,9.56,109.56,25.20,25.03
90242,1978,22.35,134.04,30.84,30.62
90242,1979,17.95,158.10,36.37,36.12
90242,1980,14.58,181.15,41.67,41.38
90242,1981,4.54,189.37,43.56,43.26
90242,1982,-10.06,170.31,39.18,38.90
90242,1983,21.61,207.11,47.65,47.31
90242,1984,5.41,218.31,50.22,49.87
90242,1985,7.24,234.10,53.86,53.48
90242,1986,6.93,250.34,57.59,57.19
90242,1987,11.16,278.28,64.02,63.57
90242,1988,20.82,336.22,77.35,76.81
90242,1989,20.92,406.55,93.53,92.87
90242,1990,6.92,434.68,100.00,99.30
90242,1991,0.56,437.11,100.56,99.85
90242,1992,-1.56,430.30,98.99,98.30
90242,1993,-5.82,405.27,93.23,92.58
90242,1994,-5.20,384.21,88.39,87.77
90242,1995,-4.71,366.12,84.23,83.64
90242,1996,-2.29,357.74,82.30,81.72
90242,1997,-0.14,357.23,82.18,81.61
90242,1998,5.52,376.96,86.72,86.11
90242,1999,5.62,398.14,91.59,90.95
90242,2000,9.95,437.76,100.71,100.00
90242,2001,8.23,473.77,108.99,108.23
90242,2002,13.25,536.56,123.44,122.57
90242,2003,14.73,615.58,141.62,140.62
90242,2004,24.81,768.33,176.76,175.51
90242,2005,28.96,990.81,227.94,226.34
90242,2006,18.76,1176.65,270.70,268.79
90242,2007,-2.31,1149.49,264.45,262.59
90242,2008,-22.44,891.59,205.12,203.67
90242,2009,-16.22,747.00,171.85,170.64
90242,2010,1.56,758.68,174.54,173.31
90242,2011,-7.52,701.65,161.42,160.28
90242,2012,-1.45,691.51,159.09,157.97
90242,2013,9.44,756.78,174.10,172.88
90242,2014,13.53,859.20,197.67,196.27
90242,2015,6.04,911.12,209.61,208.13
90242,2016,9.14,994.38,228.76,227.15
90242,2017,6.89,1062.89,244.52,242.80
90242,2018,5.57,1122.06,258.14,256.32
90242,2019,5.01,1178.29,271.07,269.17
90242,2020,4.63,1232.89,283.63,281.64
90242,2021,10.26,1359.37,312.73,310.53
90242,2022,14.76,1559.99,358.88,356.36
90242,2023,1.11,1577.32,362.87,360.32
90245,1976,.,100.00,17.98,14.55
90245,1977,36.47,136.47,24.54,19.85
90245,1978,13.83,155.35,27.94,22.60
90245,1979,22.49,190.29,34.22,27.68
90245,1980,23.68,235.36,42.33,34.23
90245,1981,.,.,.,.
90245,1982,.,206.88,37.21,30.09
90245,1983,24.31,257.18,46.25,37.41
90245,1984,-5.81,242.23,43.56,35.23
90245,1985,23.45,299.03,53.78,43.50
90245,1986,-0.16,298.55,53.69,43.42
90245,1987,20.87,360.84,64.89,52.49
90245,1988,26.19,455.35,81.89,66.23
90245,1989,21.64,553.90,99.61,80.57
90245,1990,0.39,556.04,100.00,80.88
90245,1991,0.17,556.98,100.17,81.02
90245,1992,-2.69,542.01,97.48,78.84
90245,1993,-7.51,501.32,90.16,72.92
90245,1994,-4.84,477.03,85.79,69.39
90245,1995,0.64,480.10,86.34,69.83
90245,1996,-0.21,479.09,86.16,69.68
90245,1997,0.76,482.71,86.81,70.21
90245,1998,19.87,578.64,104.06,84.17
90245,1999,5.48,610.34,109.76,88.78
90245,2000,12.64,687.50,123.64,100.00
90245,2001,8.71,747.37,134.41,108.71
90245,2002,10.50,825.86,148.52,120.12
90245,2003,13.00,933.23,167.83,135.74
90245,2004,16.94,1091.29,196.26,158.73
90245,2005,23.39,1346.51,242.16,195.86
90245,2006,12.38,1513.21,272.14,220.10
90245,2007,4.76,1585.32,285.11,230.59
90245,2008,-5.99,1490.43,268.04,216.79
90245,2009,-11.38,1320.80,237.54,192.12
90245,2010,4.16,1375.74,247.42,200.11
90245,2011,-2.88,1336.10,240.29,194.34
90245,2012,0.96,1348.92,242.59,196.21
90245,2013,8.60,1464.97,263.46,213.09
90245,2014,11.28,1630.20,293.18,237.12
90245,2015,7.96,1759.99,316.52,256.00
90245,2016,13.79,2002.65,360.16,291.29
90245,2017,8.71,2177.03,391.52,316.66
90245,2018,-5.07,2066.55,371.65,300.59
90245,2019,6.90,2209.13,397.29,321.33
90245,2020,-6.14,2073.51,372.90,301.60
90245,2021,-0.99,2052.90,369.20,298.60
90245,2022,-5.92,1931.29,347.33,280.91
90245,2023,46.17,2822.88,507.67,410.60
90247,1976,.,100.00,21.01,22.97
90247,1977,19.42,119.42,25.09,27.44
90247,1978,24.92,149.18,31.35,34.27
90247,1979,20.75,180.13,37.85,41.38
90247,1980,14.96,207.08,43.51,47.57
90247,1981,9.75,227.27,47.76,52.21
90247,1982,-14.55,194.20,40.81,44.62
90247,1983,22.38,237.66,49.94,54.60
90247,1984,6.72,253.64,53.30,58.27
90247,1985,3.44,262.37,55.13,60.28
90247,1986,7.87,283.03,59.47,65.02
90247,1987,9.82,310.82,65.31,71.41
90247,1988,17.70,365.84,76.87,84.05
90247,1989,20.59,441.18,92.70,101.36
90247,1990,7.87,475.90,100.00,109.33
90247,1991,-3.31,460.16,96.69,105.72
90247,1992,-2.91,446.78,93.88,102.64
90247,1993,-6.59,417.32,87.69,95.87
90247,1994,-7.28,386.94,81.31,88.89
90247,1995,-4.80,368.37,77.40,84.63
90247,1996,-2.87,357.82,75.19,82.20
90247,1997,-0.21,357.06,75.03,82.03
90247,1998,9.21,389.96,81.94,89.59
90247,1999,5.17,410.13,86.18,94.22
90247,2000,6.13,435.28,91.46,100.00
90247,2001,9.91,478.40,100.52,109.91
90247,2002,14.05,545.60,114.64,125.34
90247,2003,14.56,625.01,131.33,143.59
90247,2004,29.00,806.24,169.41,185.22
90247,2005,26.34,1018.60,214.04,234.01
90247,2006,16.91,1190.90,250.24,273.60
90247,2007,-0.05,1190.26,250.10,273.45
90247,2008,-17.77,978.70,205.65,224.85
90247,2009,-19.64,786.50,165.26,180.69
90247,2010,-2.74,764.92,160.73,175.73
90247,2011,-4.48,730.65,153.53,167.86
90247,2012,-2.81,710.12,149.21,163.14
90247,2013,9.41,776.93,163.25,178.49
90247,2014,17.04,909.33,191.07,208.91
90247,2015,4.72,952.26,200.09,218.77
90247,2016,9.28,1040.62,218.66,239.07
90247,2017,9.54,1139.92,239.53,261.88
90247,2018,9.92,1252.95,263.28,287.85
90247,2019,2.98,1290.32,271.13,296.44
90247,2020,3.48,1335.25,280.57,306.76
90247,2021,11.23,1485.20,312.08,341.21
90247,2022,12.95,1677.50,352.49,385.39
90247,2023,5.94,1777.10,373.42,408.27
90248,1979,.,100.00,36.83,38.60
90248,1980,25.20,125.20,46.12,48.33
90248,1981,4.02,130.23,47.97,50.27
90248,1982,-4.99,123.73,45.57,47.76
90248,1983,6.89,132.25,48.71,51.05
90248,1984,6.79,141.24,52.02,54.52
90248,1985,11.60,157.62,58.06,60.85
90248,1986,3.09,162.49,59.85,62.73
90248,1987,12.41,182.66,67.28,70.51
90248,1988,19.42,218.13,80.35,84.21
90248,1989,21.10,264.16,97.30,101.98
90248,1990,2.77,271.49,100.00,104.80
90248,1991,-2.00,266.06,98.00,102.71
90248,1992,-1.63,261.71,96.40,101.03
90248,1993,-7.43,242.27,89.24,93.53
90248,1994,-8.93,220.65,81.27,85.18
90248,1995,-2.23,215.72,79.46,83.28
90248,1996,2.10,220.25,81.13,85.02
90248,1997,-4.85,209.58,77.19,80.90
90248,1998,7.63,225.57,83.09,87.08
90248,1999,6.02,239.16,88.09,92.32
90248,2000,8.31,259.04,95.42,100.00
90248,2001,10.33,285.81,105.27,110.33
90248,2002,13.29,323.80,119.27,125.00
90248,2003,12.37,363.86,134.02,140.46
90248,2004,24.71,453.77,167.14,175.17
90248,2005,27.30,577.62,212.76,222.98
90248,2006,15.85,669.20,246.49,258.34
90248,2007,0.84,674.86,248.58,260.52
90248,2008,-17.47,556.97,205.15,215.01
90248,2009,-18.86,451.94,166.47,174.47
90248,2010,1.94,460.72,169.70,177.85
90248,2011,-6.99,428.51,157.84,165.42
90248,2012,0.83,432.06,159.14,166.79
90248,2013,4.69,452.34,166.61,174.62
90248,2014,17.46,531.32,195.71,205.11
90248,2015,3.75,551.23,203.04,212.79
90248,2016,7.80,594.23,218.88,229.39
90248,2017,14.02,677.56,249.57,261.56
90248,2018,4.11,705.41,259.83,272.31
90248,2019,3.86,732.64,269.86,282.83
90248,2020,4.14,762.98,281.04,294.54
90248,2021,12.07,855.07,314.96,330.09
90248,2022,12.61,962.92,354.68,371.72
90248,2023,9.31,1052.58,387.71,406.34
90249,1976,.,100.00,20.55,21.62
90249,1977,22.89,122.89,25.26,26.56
90249,1978,21.61,149.44,30.71,32.30
90249,1979,18.49,177.06,36.39,38.28
90249,1980,19.23,211.10,43.39,45.63
90249,1981,14.72,242.18,49.77,52.35
90249,1982,-9.57,219.01,45.01,47.34
90249,1983,14.59,250.97,51.58,54.25
90249,1984,0.10,251.22,51.63,54.31
90249,1985,6.53,267.63,55.00,57.85
90249,1986,8.71,290.94,59.79,62.89
90249,1987,12.41,327.05,67.22,70.70
90249,1988,19.49,390.80,80.32,84.48
90249,1989,21.98,476.72,97.98,103.05
90249,1990,2.07,486.57,100.00,105.18
90249,1991,-3.54,469.35,96.46,101.46
90249,1992,-1.76,461.08,94.76,99.67
90249,1993,-7.53,426.37,87.63,92.17
90249,1994,-7.45,394.62,81.10,85.30
90249,1995,-5.02,374.82,77.03,81.02
90249,1996,-0.90,371.43,76.34,80.29
90249,1997,2.20,379.60,78.02,82.06
90249,1998,8.87,413.27,84.94,89.34
90249,1999,3.50,427.72,87.91,92.46
90249,2000,8.16,462.60,95.08,100.00
